Time (UTC),Day-ahead Total Load Forecast [MW] - BZN|DE-LU,Day-ahead Price [EUR/MWh],Solar  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],Day-ahead Price [EUR/MWh]_pacf_lag_24,Day-ahead Price [EUR/MWh]_pacf_lag_25,year,quarter,month,week_of_year,day,weekday,is_weekend,hour,is_holiday
2020-01-01 01:00:00,175457.0,38.6,0.0,4677,23450.0,,,2020,1,1,1,1,2,0,1,1
2020-01-01 02:00:00,171752.0,36.55,0.0,6662,22993.0,,,2020,1,1,1,1,2,0,2,1
2020-01-01 03:00:00,171343.0,32.32,0.0,8249,21932.0,,,2020,1,1,1,1,2,0,3,1
2020-01-01 04:00:00,171812.0,30.85,0.0,9168,22047.0,,,2020,1,1,1,1,2,0,4,1
2020-01-01 05:00:00,170407.0,30.14,0.0,8638,22588.0,,,2020,1,1,1,1,2,0,5,1
2020-01-01 06:00:00,164280.0,30.17,0.0,7772,22530.0,,,2020,1,1,1,1,2,0,6,1
2020-01-01 07:00:00,169354.0,30.0,0.0,8618,21297.0,,,2020,1,1,1,1,2,0,7,1
2020-01-01 08:00:00,179930.0,30.65,1501.0,9133,20368.0,,,2020,1,1,1,1,2,0,8,1
2020-01-01 09:00:00,191219.0,30.65,12443.0,9365,20407.0,,,2020,1,1,1,1,2,0,9,1
2020-01-01 10:00:00,198917.0,30.27,27114.0,10186,19577.0,,,2020,1,1,1,1,2,0,10,1
2020-01-01 11:00:00,206180.0,30.34,38872.0,11008,18682.0,,,2020,1,1,1,1,2,0,11,1
2020-01-01 12:00:00,206153.0,30.99,44297.0,13454,16842.0,,,2020,1,1,1,1,2,0,12,1
2020-01-01 13:00:00,200595.0,30.04,40742.0,14476,17123.0,,,2020,1,1,1,1,2,0,13,1
2020-01-01 14:00:00,196544.0,30.75,28123.0,13307,16558.0,,,2020,1,1,1,1,2,0,14,1
2020-01-01 15:00:00,196670.0,32.11,10154.0,11870,17354.0,,,2020,1,1,1,1,2,0,15,1
2020-01-01 16:00:00,201298.0,35.98,490.0,11940,22122.0,,,2020,1,1,1,1,2,0,16,1
2020-01-01 17:00:00,214055.0,40.4,0.0,15024,27177.0,,,2020,1,1,1,1,2,0,17,1
2020-01-01 18:00:00,219662.0,44.05,0.0,17834,31946.0,,,2020,1,1,1,1,2,0,18,1
2020-01-01 19:00:00,217605.0,43.15,0.0,18841,35663.0,,,2020,1,1,1,1,2,0,19,1
2020-01-01 20:00:00,210836.0,43.45,0.0,17621,38498.0,,,2020,1,1,1,1,2,0,20,1
2020-01-01 21:00:00,205416.0,40.68,0.0,16093,40589.0,,,2020,1,1,1,1,2,0,21,1
2020-01-01 22:00:00,203024.0,40.27,0.0,15080,36360.0,,,2020,1,1,1,1,2,0,22,1
2020-01-01 23:00:00,192156.0,34.85,0.0,15303,34393.0,,,2020,1,1,1,1,2,0,23,1
2020-01-02 00:00:00,185575.0,35.4,0.0,16918,32727.0,,,2020,1,1,1,2,3,0,0,0
2020-01-02 01:00:00,179112.0,31.98,0.0,18485,29697.0,38.6,,2020,1,1,1,2,3,0,1,0
2020-01-02 02:00:00,177648.0,30.5,0.0,20088,27923.0,36.55,38.6,2020,1,1,1,2,3,0,2,0
2020-01-02 03:00:00,178806.0,28.79,0.0,20833,25441.0,32.32,36.55,2020,1,1,1,2,3,0,3,0
2020-01-02 04:00:00,182923.0,28.42,0.0,21180,24977.0,30.85,32.32,2020,1,1,1,2,3,0,4,0
2020-01-02 05:00:00,195126.0,28.75,0.0,20626,27660.0,30.14,30.85,2020,1,1,1,2,3,0,5,0
2020-01-02 06:00:00,220234.0,34.16,0.0,21584,31268.0,30.17,30.14,2020,1,1,1,2,3,0,6,0
2020-01-02 07:00:00,240093.0,42.07,0.0,21616,34725.0,30.0,30.17,2020,1,1,1,2,3,0,7,0
2020-01-02 08:00:00,248639.0,44.89,1720.0,21924,35204.0,30.65,30.0,2020,1,1,1,2,3,0,8,0
2020-01-02 09:00:00,250840.0,45.26,12575.0,23700,35743.0,30.65,30.65,2020,1,1,1,2,3,0,9,0
2020-01-02 10:00:00,252873.0,45.57,24545.0,24348,34912.0,30.27,30.65,2020,1,1,1,2,3,0,10,0
2020-01-02 11:00:00,254217.0,45.09,32717.0,25769,31273.0,30.34,30.27,2020,1,1,1,2,3,0,11,0
2020-01-02 12:00:00,253190.0,45.16,34474.0,25692,28287.0,30.99,30.34,2020,1,1,1,2,3,0,12,0
2020-01-02 13:00:00,250295.0,44.9,28974.0,25612,28327.0,30.04,30.99,2020,1,1,1,2,3,0,13,0
2020-01-02 14:00:00,247606.0,44.06,18287.0,26009,31236.0,30.75,30.04,2020,1,1,1,2,3,0,14,0
2020-01-02 15:00:00,246388.0,44.84,5617.0,25873,36320.0,32.11,30.75,2020,1,1,1,2,3,0,15,0
2020-01-02 16:00:00,248692.0,44.4,212.0,26077,42350.0,35.98,32.11,2020,1,1,1,2,3,0,16,0
2020-01-02 17:00:00,257450.0,46.05,0.0,26429,51103.0,40.4,35.98,2020,1,1,1,2,3,0,17,0
2020-01-02 18:00:00,257131.0,46.72,0.0,26950,59216.0,44.05,40.4,2020,1,1,1,2,3,0,18,0
2020-01-02 19:00:00,251786.0,45.26,0.0,27255,64123.0,43.15,44.05,2020,1,1,1,2,3,0,19,0
2020-01-02 20:00:00,239305.0,39.32,0.0,27530,66980.0,43.45,43.15,2020,1,1,1,2,3,0,20,0
2020-01-02 21:00:00,228165.0,34.06,0.0,27671,70214.0,40.68,43.45,2020,1,1,1,2,3,0,21,0
2020-01-02 22:00:00,219468.0,32.22,0.0,26933,72028.0,40.27,40.68,2020,1,1,1,2,3,0,22,0
2020-01-02 23:00:00,206753.0,24.99,0.0,27073,73000.0,34.85,40.27,2020,1,1,1,2,3,0,23,0
2020-01-03 00:00:00,200861.0,21.47,0.0,26966,77641.0,35.4,34.85,2020,1,1,1,3,4,0,0,0
2020-01-03 01:00:00,193658.0,13.04,0.0,27061,82786.0,31.98,35.4,2020,1,1,1,3,4,0,1,0
2020-01-03 02:00:00,190354.0,1.53,0.0,26823,86212.0,30.5,31.98,2020,1,1,1,3,4,0,2,0
2020-01-03 03:00:00,190727.0,0.14,0.0,26590,90170.0,28.79,30.5,2020,1,1,1,3,4,0,3,0
2020-01-03 04:00:00,193526.0,0.85,0.0,26542,95300.0,28.42,28.79,2020,1,1,1,3,4,0,4,0
2020-01-03 05:00:00,202737.0,9.92,0.0,26499,99617.0,28.75,28.42,2020,1,1,1,3,4,0,5,0
2020-01-03 06:00:00,223734.0,24.48,0.0,26605,105971.0,34.16,28.75,2020,1,1,1,3,4,0,6,0
2020-01-03 07:00:00,246174.0,26.68,0.0,26391,108949.0,42.07,34.16,2020,1,1,1,3,4,0,7,0
2020-01-03 08:00:00,257562.0,28.81,1021.0,25744,110177.0,44.89,42.07,2020,1,1,1,3,4,0,8,0
2020-01-03 09:00:00,258400.0,29.28,6776.0,23939,110033.0,45.26,44.89,2020,1,1,1,3,4,0,9,0
2020-01-03 10:00:00,260365.0,28.85,12533.0,21883,112045.0,45.57,45.26,2020,1,1,1,3,4,0,10,0
2020-01-03 11:00:00,261185.0,31.8,15934.0,19537,114502.0,45.09,45.57,2020,1,1,1,3,4,0,11,0
2020-01-03 12:00:00,259443.0,37.94,16260.0,15220,112941.0,45.16,45.09,2020,1,1,1,3,4,0,12,0
2020-01-03 13:00:00,253801.0,37.9,11477.0,18120,111229.0,44.9,45.16,2020,1,1,1,3,4,0,13,0
2020-01-03 14:00:00,248727.0,38.11,6579.0,21553,110001.0,44.06,44.9,2020,1,1,1,3,4,0,14,0
2020-01-03 15:00:00,246856.0,37.91,2410.0,19403,111826.0,44.84,44.06,2020,1,1,1,3,4,0,15,0
2020-01-03 16:00:00,249445.0,38.44,125.0,24018,112382.0,44.4,44.84,2020,1,1,1,3,4,0,16,0
2020-01-03 17:00:00,257498.0,40.47,0.0,24834,114596.0,46.05,44.4,2020,1,1,1,3,4,0,17,0
2020-01-03 18:00:00,256623.0,41.35,0.0,23923,120144.0,46.72,46.05,2020,1,1,1,3,4,0,18,0
2020-01-03 19:00:00,250517.0,33.37,0.0,23673,118735.0,45.26,46.72,2020,1,1,1,3,4,0,19,0
2020-01-03 20:00:00,237027.0,28.89,0.0,23158,115905.0,39.32,45.26,2020,1,1,1,3,4,0,20,0
2020-01-03 21:00:00,225704.0,27.7,0.0,23521,111973.0,34.06,39.32,2020,1,1,1,3,4,0,21,0
2020-01-03 22:00:00,219222.0,25.7,0.0,23680,109591.0,32.22,34.06,2020,1,1,1,3,4,0,22,0
2020-01-03 23:00:00,207291.0,22.04,0.0,23088,107926.0,24.99,32.22,2020,1,1,1,3,4,0,23,0
2020-01-04 00:00:00,205155.0,22.9,0.0,21357,106812.0,21.47,24.99,2020,1,1,1,4,5,1,0,0
2020-01-04 01:00:00,198055.0,15.95,0.0,19988,103628.0,13.04,21.47,2020,1,1,1,4,5,1,1,0
2020-01-04 02:00:00,194229.0,16.63,0.0,19510,98975.0,1.53,13.04,2020,1,1,1,4,5,1,2,0
2020-01-04 03:00:00,193082.0,6.45,0.0,18906,98625.0,0.14,1.53,2020,1,1,1,4,5,1,3,0
2020-01-04 04:00:00,194386.0,3.83,0.0,20128,102822.0,0.85,0.14,2020,1,1,1,4,5,1,4,0
2020-01-04 05:00:00,194465.0,0.12,0.0,20252,109851.0,9.92,0.85,2020,1,1,1,4,5,1,5,0
2020-01-04 06:00:00,195576.0,0.07,0.0,20237,118240.0,24.48,9.92,2020,1,1,1,4,5,1,6,0
2020-01-04 07:00:00,203970.0,19.07,0.0,20239,121953.0,26.68,24.48,2020,1,1,1,4,5,1,7,0
2020-01-04 08:00:00,217128.0,17.49,451.0,20197,126049.0,28.81,26.68,2020,1,1,1,4,5,1,8,0
2020-01-04 09:00:00,226077.0,23.98,4187.0,20179,131791.0,29.28,28.81,2020,1,1,1,4,5,1,9,0
2020-01-04 10:00:00,229925.0,8.8,8807.0,20005,135871.0,28.85,29.28,2020,1,1,1,4,5,1,10,0
2020-01-04 11:00:00,233431.0,17.95,11273.0,18650,141250.0,31.8,28.85,2020,1,1,1,4,5,1,11,0
2020-01-04 12:00:00,233880.0,19.5,11508.0,21435,141307.0,37.94,31.8,2020,1,1,1,4,5,1,12,0
2020-01-04 13:00:00,228630.0,13.74,8948.0,21843,140647.0,37.9,37.94,2020,1,1,1,4,5,1,13,0
2020-01-04 14:00:00,224005.0,17.42,5513.0,22037,137197.0,38.11,37.9,2020,1,1,1,4,5,1,14,0
2020-01-04 15:00:00,223650.0,20.38,2091.0,22694,130753.0,37.91,38.11,2020,1,1,1,4,5,1,15,0
2020-01-04 16:00:00,228785.0,25.08,114.0,23750,127641.0,38.44,37.91,2020,1,1,1,4,5,1,16,0
2020-01-04 17:00:00,240606.0,28.88,0.0,22894,123359.0,40.47,38.44,2020,1,1,1,4,5,1,17,0
2020-01-04 18:00:00,243458.0,32.02,0.0,19971,117894.0,41.35,40.47,2020,1,1,1,4,5,1,18,0
2020-01-04 19:00:00,237801.0,35.35,0.0,16913,109425.0,33.37,41.35,2020,1,1,1,4,5,1,19,0
2020-01-04 20:00:00,225421.0,29.98,0.0,14833,100538.0,28.89,33.37,2020,1,1,1,4,5,1,20,0
2020-01-04 21:00:00,216757.0,34.46,0.0,10930,90137.0,27.7,28.89,2020,1,1,1,4,5,1,21,0
2020-01-04 22:00:00,214515.0,39.75,0.0,9033,77411.0,25.7,27.7,2020,1,1,1,4,5,1,22,0
2020-01-04 23:00:00,204007.0,37.95,0.0,8313,67951.0,22.04,25.7,2020,1,1,1,4,5,1,23,0
2020-01-05 00:00:00,173151.0,33.1,0.0,7445,59667.0,22.9,22.04,2020,1,1,1,5,6,1,0,0
2020-01-05 01:00:00,165659.0,32.28,0.0,6002,53854.0,15.95,22.9,2020,1,1,1,5,6,1,1,0
2020-01-05 02:00:00,162673.0,31.18,0.0,4858,48786.0,16.63,15.95,2020,1,1,1,5,6,1,2,0
2020-01-05 03:00:00,160965.0,30.1,0.0,4963,44279.0,6.45,16.63,2020,1,1,1,5,6,1,3,0
2020-01-05 04:00:00,161801.0,29.96,0.0,6183,39915.0,3.83,6.45,2020,1,1,1,5,6,1,4,0
2020-01-05 05:00:00,160965.0,29.88,0.0,8335,36510.0,0.12,3.83,2020,1,1,1,5,6,1,5,0
2020-01-05 06:00:00,159448.0,30.38,0.0,9245,34041.0,0.07,0.12,2020,1,1,1,5,6,1,6,0
2020-01-05 07:00:00,166937.0,31.15,0.0,10423,30823.0,19.07,0.07,2020,1,1,1,5,6,1,7,0
2020-01-05 08:00:00,176491.0,32.09,711.0,12174,27529.0,17.49,19.07,2020,1,1,1,5,6,1,8,0
2020-01-05 09:00:00,187679.0,34.27,7832.0,13671,25342.0,23.98,17.49,2020,1,1,1,5,6,1,9,0
2020-01-05 10:00:00,196629.0,37.53,16605.0,15687,22340.0,8.8,23.98,2020,1,1,1,5,6,1,10,0
2020-01-05 11:00:00,205361.0,38.99,21207.0,18216,21074.0,17.95,8.8,2020,1,1,1,5,6,1,11,0
2020-01-05 12:00:00,205176.0,38.15,21364.0,18406,20950.0,19.5,17.95,2020,1,1,1,5,6,1,12,0
2020-01-05 13:00:00,201069.0,35.37,17197.0,18954,21824.0,13.74,19.5,2020,1,1,1,5,6,1,13,0
2020-01-05 14:00:00,197617.0,34.44,10841.0,19419,23897.0,17.42,13.74,2020,1,1,1,5,6,1,14,0
2020-01-05 15:00:00,195558.0,36.1,3842.0,18927,28372.0,20.38,17.42,2020,1,1,1,5,6,1,15,0
2020-01-05 16:00:00,201319.0,40.59,218.0,20117,34707.0,25.08,20.38,2020,1,1,1,5,6,1,16,0
2020-01-05 17:00:00,213777.0,44.68,0.0,20789,41335.0,28.88,25.08,2020,1,1,1,5,6,1,17,0
2020-01-05 18:00:00,217931.0,46.16,0.0,21420,45079.0,32.02,28.88,2020,1,1,1,5,6,1,18,0
2020-01-05 19:00:00,214260.0,44.62,0.0,21060,45867.0,35.35,32.02,2020,1,1,1,5,6,1,19,0
2020-01-05 20:00:00,206603.0,39.5,0.0,22625,47793.0,29.98,35.35,2020,1,1,1,5,6,1,20,0
2020-01-05 21:00:00,200461.0,35.76,0.0,22841,49942.0,34.46,29.98,2020,1,1,1,5,6,1,21,0
2020-01-05 22:00:00,200642.0,36.49,0.0,23507,49109.0,39.75,34.46,2020,1,1,1,5,6,1,22,0
2020-01-05 23:00:00,189596.0,30.49,0.0,23501,48873.0,37.95,39.75,2020,1,1,1,5,6,1,23,0
2020-01-06 00:00:00,179358.0,29.16,0.0,24051,49528.0,33.1,37.95,2020,1,1,2,6,0,0,0,0
2020-01-06 01:00:00,171464.0,29.0,0.0,23249,47698.0,32.28,33.1,2020,1,1,2,6,0,0,1,0
2020-01-06 02:00:00,167899.0,29.08,0.0,22966,46183.0,31.18,32.28,2020,1,1,2,6,0,0,2,0
2020-01-06 03:00:00,168437.0,27.72,0.0,23392,44350.0,30.1,31.18,2020,1,1,2,6,0,0,3,0
2020-01-06 04:00:00,172461.0,27.03,0.0,24420,43347.0,29.96,30.1,2020,1,1,2,6,0,0,4,0
2020-01-06 05:00:00,181451.0,28.98,0.0,24493,41324.0,29.88,29.96,2020,1,1,2,6,0,0,5,0
2020-01-06 06:00:00,202374.0,33.18,0.0,23525,39068.0,30.38,29.88,2020,1,1,2,6,0,0,6,0
2020-01-06 07:00:00,219851.0,43.13,0.0,22180,36892.0,31.15,30.38,2020,1,1,2,6,0,0,7,0
2020-01-06 08:00:00,227275.0,44.52,1265.0,20313,35741.0,32.09,31.15,2020,1,1,2,6,0,0,8,0
2020-01-06 09:00:00,234505.0,44.96,9474.0,20360,35578.0,34.27,32.09,2020,1,1,2,6,0,0,9,0
2020-01-06 10:00:00,240152.0,44.0,19659.0,21668,34267.0,37.53,34.27,2020,1,1,2,6,0,0,10,0
2020-01-06 11:00:00,245092.0,42.46,28157.0,21861,31038.0,38.99,37.53,2020,1,1,2,6,0,0,11,0
2020-01-06 12:00:00,245349.0,41.3,31982.0,23715,29295.0,38.15,38.99,2020,1,1,2,6,0,0,12,0
2020-01-06 13:00:00,244320.0,40.51,30186.0,25055,27132.0,35.37,38.15,2020,1,1,2,6,0,0,13,0
2020-01-06 14:00:00,242570.0,41.22,22109.0,25221,26002.0,34.44,35.37,2020,1,1,2,6,0,0,14,0
2020-01-06 15:00:00,239469.0,43.28,9487.0,25090,26678.0,36.1,34.44,2020,1,1,2,6,0,0,15,0
2020-01-06 16:00:00,243513.0,43.68,791.0,25947,32773.0,40.59,36.1,2020,1,1,2,6,0,0,16,0
2020-01-06 17:00:00,253228.0,47.9,0.0,25437,41467.0,44.68,40.59,2020,1,1,2,6,0,0,17,0
2020-01-06 18:00:00,253925.0,48.91,0.0,25126,47821.0,46.16,44.68,2020,1,1,2,6,0,0,18,0
2020-01-06 19:00:00,248201.0,45.04,0.0,23836,53153.0,44.62,46.16,2020,1,1,2,6,0,0,19,0
2020-01-06 20:00:00,235408.0,40.28,0.0,23460,57941.0,39.5,44.62,2020,1,1,2,6,0,0,20,0
2020-01-06 21:00:00,223839.0,33.89,0.0,23170,61345.0,35.76,39.5,2020,1,1,2,6,0,0,21,0
2020-01-06 22:00:00,217298.0,33.58,0.0,22539,63262.0,36.49,35.76,2020,1,1,2,6,0,0,22,0
2020-01-06 23:00:00,202855.0,32.41,0.0,22673,64717.0,30.49,36.49,2020,1,1,2,6,0,0,23,0
2020-01-07 00:00:00,189109.0,30.75,0.0,23402,66054.0,29.16,30.49,2020,1,1,2,7,1,0,0,0
2020-01-07 01:00:00,180545.0,31.03,0.0,23338,64211.0,29.0,29.16,2020,1,1,2,7,1,0,1,0
2020-01-07 02:00:00,179181.0,29.88,0.0,21671,64251.0,29.08,29.0,2020,1,1,2,7,1,0,2,0
2020-01-07 03:00:00,180332.0,29.0,0.0,19588,66853.0,27.72,29.08,2020,1,1,2,7,1,0,3,0
2020-01-07 04:00:00,185960.0,29.65,0.0,19188,66953.0,27.03,27.72,2020,1,1,2,7,1,0,4,0
2020-01-07 05:00:00,198179.0,31.78,0.0,19861,64685.0,28.98,27.03,2020,1,1,2,7,1,0,5,0
2020-01-07 06:00:00,225109.0,40.87,0.0,18562,63411.0,33.18,28.98,2020,1,1,2,7,1,0,6,0
2020-01-07 07:00:00,245584.0,49.01,0.0,16059,61175.0,43.13,33.18,2020,1,1,2,7,1,0,7,0
2020-01-07 08:00:00,253414.0,51.09,478.0,11551,57579.0,44.52,43.13,2020,1,1,2,7,1,0,8,0
2020-01-07 09:00:00,257470.0,51.12,3671.0,7897,49927.0,44.96,44.52,2020,1,1,2,7,1,0,9,0
2020-01-07 10:00:00,260100.0,49.83,7265.0,7900,44247.0,44.0,44.96,2020,1,1,2,7,1,0,10,0
2020-01-07 11:00:00,263370.0,49.16,10581.0,10573,38799.0,42.46,44.0,2020,1,1,2,7,1,0,11,0
2020-01-07 12:00:00,262607.0,48.43,12983.0,18402,38956.0,41.3,42.46,2020,1,1,2,7,1,0,12,0
2020-01-07 13:00:00,261254.0,47.99,12923.0,22561,41807.0,40.51,41.3,2020,1,1,2,7,1,0,13,0
2020-01-07 14:00:00,256760.0,47.41,9456.0,24378,42423.0,41.22,40.51,2020,1,1,2,7,1,0,14,0
2020-01-07 15:00:00,254610.0,45.87,3735.0,24877,43979.0,43.28,41.22,2020,1,1,2,7,1,0,15,0
2020-01-07 16:00:00,256885.0,45.9,329.0,25120,48187.0,43.68,43.28,2020,1,1,2,7,1,0,16,0
2020-01-07 17:00:00,265184.0,47.96,0.0,25446,58718.0,47.9,43.68,2020,1,1,2,7,1,0,17,0
2020-01-07 18:00:00,264858.0,48.11,0.0,22786,70569.0,48.91,47.9,2020,1,1,2,7,1,0,18,0
2020-01-07 19:00:00,259130.0,43.63,0.0,20706,80095.0,45.04,48.91,2020,1,1,2,7,1,0,19,0
2020-01-07 20:00:00,245121.0,33.6,0.0,19293,88345.0,40.28,45.04,2020,1,1,2,7,1,0,20,0
2020-01-07 21:00:00,232900.0,32.93,0.0,19551,92158.0,33.89,40.28,2020,1,1,2,7,1,0,21,0
2020-01-07 22:00:00,224420.0,31.29,0.0,19824,92082.0,33.58,33.89,2020,1,1,2,7,1,0,22,0
2020-01-07 23:00:00,209323.0,26.28,0.0,20032,95472.0,32.41,33.58,2020,1,1,2,7,1,0,23,0
2020-01-08 00:00:00,200553.0,18.95,0.0,20102,100130.0,30.75,32.41,2020,1,1,2,8,2,0,0,0
2020-01-08 01:00:00,192801.0,4.96,0.0,20138,103659.0,31.03,30.75,2020,1,1,2,8,2,0,1,0
2020-01-08 02:00:00,189885.0,0.1,0.0,20167,105962.0,29.88,31.03,2020,1,1,2,8,2,0,2,0
2020-01-08 03:00:00,190781.0,0.11,0.0,20136,105749.0,29.0,29.88,2020,1,1,2,8,2,0,3,0
2020-01-08 04:00:00,195007.0,1.75,0.0,20998,103209.0,29.65,29.0,2020,1,1,2,8,2,0,4,0
2020-01-08 05:00:00,206568.0,20.74,0.0,22009,102140.0,31.78,29.65,2020,1,1,2,8,2,0,5,0
2020-01-08 06:00:00,235209.0,25.57,0.0,22026,101912.0,40.87,31.78,2020,1,1,2,8,2,0,6,0
2020-01-08 07:00:00,255930.0,32.47,0.0,23530,102048.0,49.01,40.87,2020,1,1,2,8,2,0,7,0
2020-01-08 08:00:00,264116.0,33.07,376.0,24477,100814.0,51.09,49.01,2020,1,1,2,8,2,0,8,0
2020-01-08 09:00:00,265813.0,33.05,2638.0,25874,99335.0,51.12,51.09,2020,1,1,2,8,2,0,9,0
2020-01-08 10:00:00,268049.0,34.18,5709.0,25905,98099.0,49.83,51.12,2020,1,1,2,8,2,0,10,0
2020-01-08 11:00:00,269719.0,39.63,7907.0,24122,95637.0,49.16,49.83,2020,1,1,2,8,2,0,11,0
2020-01-08 12:00:00,267073.0,41.35,8229.0,21757,90842.0,48.43,49.16,2020,1,1,2,8,2,0,12,0
2020-01-08 13:00:00,263543.0,44.83,6968.0,19074,85048.0,47.99,48.43,2020,1,1,2,8,2,0,13,0
2020-01-08 14:00:00,260005.0,46.04,4948.0,18203,76045.0,47.41,47.99,2020,1,1,2,8,2,0,14,0
2020-01-08 15:00:00,259285.0,46.33,2198.0,15130,67497.0,45.87,47.41,2020,1,1,2,8,2,0,15,0
2020-01-08 16:00:00,261488.0,47.9,115.0,12295,59151.0,45.9,45.87,2020,1,1,2,8,2,0,16,0
2020-01-08 17:00:00,269573.0,51.21,0.0,9775,53486.0,47.96,45.9,2020,1,1,2,8,2,0,17,0
2020-01-08 18:00:00,269993.0,55.92,0.0,8331,50161.0,48.11,47.96,2020,1,1,2,8,2,0,18,0
2020-01-08 19:00:00,265287.0,53.69,0.0,8122,46975.0,43.63,48.11,2020,1,1,2,8,2,0,19,0
2020-01-08 20:00:00,251255.0,48.1,0.0,7552,43698.0,33.6,43.63,2020,1,1,2,8,2,0,20,0
2020-01-08 21:00:00,238830.0,44.92,0.0,6418,40214.0,32.93,33.6,2020,1,1,2,8,2,0,21,0
2020-01-08 22:00:00,229688.0,41.67,0.0,5519,35451.0,31.29,32.93,2020,1,1,2,8,2,0,22,0
2020-01-08 23:00:00,214256.0,39.41,0.0,5270,30136.0,26.28,31.29,2020,1,1,2,8,2,0,23,0
2020-01-09 00:00:00,207784.0,34.08,0.0,3906,26330.0,18.95,26.28,2020,1,1,2,9,3,0,0,0
2020-01-09 01:00:00,200260.0,32.2,0.0,2635,24676.0,4.96,18.95,2020,1,1,2,9,3,0,1,0
2020-01-09 02:00:00,196483.0,32.56,0.0,1912,25968.0,0.1,4.96,2020,1,1,2,9,3,0,2,0
2020-01-09 03:00:00,196135.0,32.35,0.0,1261,30309.0,0.11,0.1,2020,1,1,2,9,3,0,3,0
2020-01-09 04:00:00,200071.0,29.0,0.0,2514,35185.0,1.75,0.11,2020,1,1,2,9,3,0,4,0
2020-01-09 05:00:00,211348.0,30.86,0.0,3687,41150.0,20.74,1.75,2020,1,1,2,9,3,0,5,0
2020-01-09 06:00:00,237656.0,38.95,0.0,5828,50321.0,25.57,20.74,2020,1,1,2,9,3,0,6,0
2020-01-09 07:00:00,257374.0,46.86,0.0,9739,60872.0,32.47,25.57,2020,1,1,2,9,3,0,7,0
2020-01-09 08:00:00,265104.0,47.92,694.0,15556,72007.0,33.07,32.47,2020,1,1,2,9,3,0,8,0
2020-01-09 09:00:00,268019.0,45.68,5363.0,21818,81783.0,33.05,33.07,2020,1,1,2,9,3,0,9,0
2020-01-09 10:00:00,270022.0,43.61,12645.0,23306,90359.0,34.18,33.05,2020,1,1,2,9,3,0,10,0
2020-01-09 11:00:00,272403.0,40.0,17691.0,23247,97454.0,39.63,34.18,2020,1,1,2,9,3,0,11,0
2020-01-09 12:00:00,272098.0,37.06,20881.0,23818,103295.0,41.35,39.63,2020,1,1,2,9,3,0,12,0
2020-01-09 13:00:00,270324.0,33.45,19878.0,23902,105885.0,44.83,41.35,2020,1,1,2,9,3,0,13,0
2020-01-09 14:00:00,266405.0,32.2,14027.0,25002,102475.0,46.04,44.83,2020,1,1,2,9,3,0,14,0
2020-01-09 15:00:00,264138.0,31.86,5571.0,25317,101466.0,46.33,46.04,2020,1,1,2,9,3,0,15,0
2020-01-09 16:00:00,265092.0,32.59,560.0,25249,98069.0,47.9,46.33,2020,1,1,2,9,3,0,16,0
2020-01-09 17:00:00,273190.0,42.85,0.0,25146,95497.0,51.21,47.9,2020,1,1,2,9,3,0,17,0
2020-01-09 18:00:00,274452.0,41.73,0.0,25028,93321.0,55.92,51.21,2020,1,1,2,9,3,0,18,0
2020-01-09 19:00:00,269527.0,40.31,0.0,24874,89686.0,53.69,55.92,2020,1,1,2,9,3,0,19,0
2020-01-09 20:00:00,256717.0,32.96,0.0,24312,85797.0,48.1,53.69,2020,1,1,2,9,3,0,20,0
2020-01-09 21:00:00,245125.0,30.72,0.0,20205,80363.0,44.92,48.1,2020,1,1,2,9,3,0,21,0
2020-01-09 22:00:00,236843.0,31.02,0.0,13175,77628.0,41.67,44.92,2020,1,1,2,9,3,0,22,0
2020-01-09 23:00:00,222455.0,29.14,0.0,9412,78109.0,39.41,41.67,2020,1,1,2,9,3,0,23,0
2020-01-10 00:00:00,202250.0,26.94,0.0,7247,78462.0,34.08,39.41,2020,1,1,2,10,4,0,0,0
2020-01-10 01:00:00,194816.0,26.59,0.0,7047,81448.0,32.2,34.08,2020,1,1,2,10,4,0,1,0
2020-01-10 02:00:00,191386.0,25.81,0.0,9653,83337.0,32.56,32.2,2020,1,1,2,10,4,0,2,0
2020-01-10 03:00:00,191537.0,25.89,0.0,6611,87981.0,32.35,32.56,2020,1,1,2,10,4,0,3,0
2020-01-10 04:00:00,195522.0,26.2,0.0,4073,90550.0,29.0,32.35,2020,1,1,2,10,4,0,4,0
2020-01-10 05:00:00,205670.0,26.95,0.0,6077,92302.0,30.86,29.0,2020,1,1,2,10,4,0,5,0
2020-01-10 06:00:00,230591.0,28.95,0.0,9747,96890.0,38.95,30.86,2020,1,1,2,10,4,0,6,0
2020-01-10 07:00:00,253286.0,43.29,0.0,11542,96211.0,46.86,38.95,2020,1,1,2,10,4,0,7,0
2020-01-10 08:00:00,263851.0,47.4,1652.0,16526,91820.0,47.92,46.86,2020,1,1,2,10,4,0,8,0
2020-01-10 09:00:00,267493.0,40.63,10472.0,20125,87656.0,45.68,47.92,2020,1,1,2,10,4,0,9,0
2020-01-10 10:00:00,269881.0,36.26,19273.0,22650,84682.0,43.61,45.68,2020,1,1,2,10,4,0,10,0
2020-01-10 11:00:00,271806.0,32.05,25872.0,21000,88486.0,40.0,43.61,2020,1,1,2,10,4,0,11,0
